Station	Sources	Eddy	Depth 	Temp	Salinity	Oxgen	flcugl	Latitude	Longitude	Location	
58	23.22508399	1	895	4.1691	34.9067	5.87908	0.0167	51.4235	-29.9668	3	
58	19.58193356	1	920	4.0663	34.9	5.94698	0.0155	51.4235	-29.9668	3	
58	22.08659948	1	945	4.011	34.8987	5.98621	0.0165	51.4235	-29.9668	3	
58	18.44344905	1	965	3.9982	34.8985	6.00181	0.015	51.4235	-29.9668	3	
58	23.90817469	1	990	3.9735	34.9006	6.01205	0.0137	51.4235	-29.9668	3	
58	22.54199328	1	1015	3.9584	34.9009	6.02158	0.0148	51.4235	-29.9668	3	
58	24.3635685	1	1040	3.9193	34.8991	6.04018	0.0182	51.4235	-29.9668	3	
58	21.85890258	1	1065	3.9093	34.8984	6.04865	0.0152	51.4235	-29.9668	3	
58	25.95744681	1	1090	3.8559	34.8955	6.07339	0.0142	51.4235	-29.9668	3	
58	26.64053751	1	1110	3.8383	34.8953	6.08709	0.0138	51.4235	-29.9668	3	
58	28.00671892	1	1135	3.8301	34.8959	6.08881	0.0107	51.4235	-29.9668	3	
58	26.64053751	1	1160	3.809	34.8945	6.0994	0.0136	51.4235	-29.9668	3	
58	24.13587159	1	1185	3.786	34.8934	6.11067	0.0122	51.4235	-29.9668	3	
58	25.2743561	1	1210	3.7398	34.8918	6.13	0.0112	51.4235	-29.9668	3	
58	23.68047779	1	1235	3.7343	34.8922	6.13626	0.0154	51.4235	-29.9668	3	
58	17.07726764	1	1260	3.7085	34.8916	6.14701	0.0125	51.4235	-29.9668	3	
58	23.45278089	1	1285	3.6988	34.8916	6.15035	0.0122	51.4235	-29.9668	3	
58	17.76035834	1	1310	3.6798	34.8916	6.15494	0.0133	51.4235	-29.9668	3	
58	16.62187383	1	1330	3.6709	34.8923	6.1533	0.0153	51.4235	-29.9668	3	
58	12.5233296	1	1355	3.6546	34.8908	6.15332	0.0119	51.4235	-29.9668	3	
58	16.84957074	1	1380	3.6519	34.8929	6.14849	0.0137	51.4235	-29.9668	3	
58	14.11720791	1	1405	3.6438	34.8933	6.14665	0.0124	51.4235	-29.9668	3	
58	12.0679358	1	1430	3.624	34.8937	6.14643	0.0135	51.4235	-29.9668	3	
58	12.9787234	1	1455	3.6089	34.8944	6.14618	0.011	51.4235	-29.9668	3	
58	15.02799552	1	1480	3.6009	34.895	6.14659	0.0109	51.4235	-29.9668	3	
58	14.57260172	1	1505	3.5905	34.8958	6.13948	0.0122	51.4235	-29.9668	3	
58	12.0679358	1	1530	3.5812	34.8965	6.13833	0.0082	51.4235	-29.9668	3	
58	14.80029862	1	1550	3.5818	34.897	6.13331	0.0129	51.4235	-29.9668	3	
58	14.80029862	1	1575	3.5784	34.8986	6.12699	0.012	51.4235	-29.9668	3	
58	19.80963046	1	1600	3.5632	34.8988	6.12222	0.0153	51.4235	-29.9668	3	
58	13.43411721	1	1625	3.5432	34.8987	6.12249	0.0122	51.4235	-29.9668	3	
58	13.20642031	1	1650	3.5224	34.8986	6.12439	0.0128	51.4235	-29.9668	3	
58	9.563269877	1	1675	3.487	34.898	6.12962	0.0118	51.4235	-29.9668	3	
58	11.61254199	1	1700	3.4637	34.8975	6.13694	0.0115	51.4235	-29.9668	3	
58	10.47405748	1	1725	3.4352	34.8969	6.14403	0.0108	51.4235	-29.9668	3	
58	7.969391564	1	1750	3.4109	34.8963	6.14726	0.011	51.4235	-29.9668	3	
58	9.107876073	1	1775	3.3963	34.8959	6.15633	0.0146	51.4235	-29.9668	3	
58	7.969391564	1	1795	3.3862	34.8957	6.15559	0.0109	51.4235	-29.9668	3	
58	7.969391564	1	1820	3.3833	34.8957	6.15858	0.0132	51.4235	-29.9668	3	
58	10.01866368	1	1845	3.3612	34.8954	6.16414	0.0102	51.4235	-29.9668	3	
58	6.375513251	1	1870	3.335	34.895	6.16786	0.0106	51.4235	-29.9668	3	
58	6.375513251	1	1895	3.3187	34.8949	6.17132	0.013	51.4235	-29.9668	3	
58	6.375513251	1	1920	3.3071	34.8948	6.17635	0.0087	51.4235	-29.9668	3	
58	5.00933184	1	1945	3.3019	34.8948	6.1774	0.0081	51.4235	-29.9668	3	
58	7.058603957	1	1970	3.2887	34.8948	6.17695	0.012	51.4235	-29.9668	3	
58	5.237028742	1	1995	3.2867	34.8949	6.17782	0.0125	51.4235	-29.9668	3	
58	5.692422546	1	2020	3.2708	34.8954	6.17971	0.0149	51.4235	-29.9668	3	
58	6.147816349	1	2045	3.2729	34.8956	6.17807	0.0107	51.4235	-29.9668	3	
58	4.781634938	1	2065	3.2662	34.8961	6.17333	0.0107	51.4235	-29.9668	3	
58	7.969391564	1	2090	3.2516	34.8962	6.17398	0.0091	51.4235	-29.9668	3	
58	6.375513251	1	2115	3.2385	34.8957	6.18527	0.0116	51.4235	-29.9668	3	
58	5.920119448	1	2140	3.2238	34.8958	6.18714	0.0109	51.4235	-29.9668	3	
58	7.51399776	1	2165	3.2186	34.8963	6.18632	0.0145	51.4235	-29.9668	3	
58	6.147816349	1	2190	3.2102	34.897	6.18507	0.0122	51.4235	-29.9668	3	
58	5.237028742	1	2215	3.1986	34.8979	6.18625	0.0095	51.4235	-29.9668	3	
58	7.058603957	1	2240	3.1924	34.8985	6.184	0.013	51.4235	-29.9668	3	
58	4.098544233	1	2265	3.1888	34.8991	6.17929	0.0139	51.4235	-29.9668	3	
58	5.692422546	1	2290	3.1832	34.8996	6.1756	0.0112	51.4235	-29.9668	3	
58	4.098544233	1	2315	3.1791	34.9012	6.16876	0.0127	51.4235	-29.9668	3	
58	8.424785368	1	2340	3.1662	34.9026	6.15874	0.0123	51.4235	-29.9668	3	
58	8.197088466	1	2365	3.1502	34.9046	6.15293	0.0123	51.4235	-29.9668	3	
58	4.781634938	1	2385	3.1448	34.9054	6.14936	0.0124	51.4235	-29.9668	3	
58	5.692422546	1	2410	3.1376	34.9064	6.13937	0.0139	51.4235	-29.9668	3	
58	2.50466592	1	2435	3.1344	34.9071	6.13368	0.0121	51.4235	-29.9668	3	
58	5.692422546	1	2460	3.1267	34.9085	6.12993	0.0086	51.4235	-29.9668	3	
58	7.286300859	1	2485	3.1254	34.9088	6.12716	0.0121	51.4235	-29.9668	3	
58	5.00933184	1	2510	3.1158	34.9101	6.12049	0.0132	51.4235	-29.9668	3	
58	4.781634938	1	2535	3.0971	34.9118	6.11004	0.0127	51.4235	-29.9668	3	
58	5.237028742	1	2560	3.091	34.9129	6.10252	0.0106	51.4235	-29.9668	3	
58	4.326241135	1	2585	3.0871	34.9135	6.09801	0.0161	51.4235	-29.9668	3	
58	8.197088466	1	2610	3.0774	34.9146	6.09087	0.0109	51.4235	-29.9668	3	
58	6.147816349	1	2635	3.0712	34.9154	6.08498	0.0122	51.4235	-29.9668	3	
58	7.058603957	1	2660	3.069	34.9159	6.08124	0.0138	51.4235	-29.9668	3	
58	8.197088466	1	2685	3.0578	34.9171	6.0766	0.0142	51.4235	-29.9668	3	
58	5.00933184	1	2710	3.0453	34.9186	6.06885	0.0143	51.4235	-29.9668	3	
58	4.326241135	1	2735	3.018	34.9211	6.05394	0.012	51.4235	-29.9668	3	
60	56.23740202	1	310	9.1775	35.1244	5.46341	0.0205	51.5285	-30.3173	3	
60	74.28891377	1	335	8.8703	35.0873	5.36567	0.0237	51.5285	-30.3173	3	
60	76.37178052	1	360	8.5545	35.0533	5.20473	0.0182	51.5285	-30.3173	3	
60	47.21164614	1	380	8.433	35.0463	5.10097	0.0173	51.5285	-30.3173	3	
60	44.43449048	1	405	8.1422	35.0296	4.9688	0.0205	51.5285	-30.3173	3	
60	39.11160881	1	430	7.8086	35.0196	4.84527	0.0159	51.5285	-30.3173	3	
60	46.28592758	1	455	7.4471	34.9926	4.81465	0.0174	51.5285	-30.3173	3	
60	54.15453527	1	480	7.0414	34.9637	4.82853	0.019	51.5285	-30.3173	3	
60	43.50877193	1	505	6.624	34.9464	4.87235	0.0165	51.5285	-30.3173	3	
60	37.02874207	1	525	6.4441	34.9392	4.90433	0.0205	51.5285	-30.3173	3	
60	39.57446809	1	550	6.1795	34.9307	4.96524	0.0229	51.5285	-30.3173	3	
60	28.23441583	1	575	5.9177	34.9222	5.0624	0.0132	51.5285	-30.3173	3	
60	30.31728257	1	600	5.642	34.922	5.146	0.0175	51.5285	-30.3173	3	
60	34.94587533	1	625	5.461	34.9214	5.20225	0.0161	51.5285	-30.3173	3	
60	37.26017171	1	650	5.2161	34.9224	5.28657	0.0159	51.5285	-30.3173	3	
60	38.4173199	1	675	5.0784	34.9221	5.37029	0.0146	51.5285	-30.3173	3	
60	27.77155655	1	700	4.9884	34.9209	5.41358	0.0157	51.5285	-30.3173	3	
60	31.47443076	1	725	4.7091	34.9198	5.54833	0.0146	51.5285	-30.3173	3	
60	36.79731243	1	745	4.6636	34.9189	5.58942	0.0147	51.5285	-30.3173	3	
60	34.48301605	1	770	4.4857	34.9161	5.69196	0.0178	51.5285	-30.3173	3	
60	32.40014931	1	795	4.3936	34.9144	5.74123	0.0139	51.5285	-30.3173	3	
60	34.48301605	1	820	4.2815	34.9115	5.81345	0.0164	51.5285	-30.3173	3	
60	24.53154162	1	845	4.1958	34.9089	5.86885	0.0153	51.5285	-30.3173	3	
60	31.7058604	1	870	4.1675	34.9074	5.88462	0.0129	51.5285	-30.3173	3	
60	32.63157895	1	895	4.1497	34.9072	5.89531	0.0178	51.5285	-30.3173	3	
60	27.77155655	1	920	4.1345	34.9064	5.90702	0.0173	51.5285	-30.3173	3	
60	26.61440836	1	945	4.0915	34.9056	5.9253	0.0147	51.5285	-30.3173	3	
60	31.47443076	1	970	4.0146	34.9038	5.95364	0.0161	51.5285	-30.3173	3	
60	29.39156402	1	990	4.0152	34.9043	5.97262	0.0154	51.5285	-30.3173	3	
60	22.91153415	1	1015	3.9377	34.9026	6.00264	0.0158	51.5285	-30.3173	3	
60	22.21724524	1	1040	3.9204	34.9023	6.01407	0.0148	51.5285	-30.3173	3	
60	24.30011198	1	1065	3.9228	34.9023	6.01553	0.0139	51.5285	-30.3173	3	
60	19.09294513	1	1090	3.9054	34.9021	6.0217	0.0152	51.5285	-30.3173	3	
62	31.47443076	1	310	8.2315	35.0108	5.12091	0.0255	51.8965	-30.3953	3	
62	40.268757	1	335	7.9314	34.996	5.00396	0.0217	51.8965	-30.3953	3	
62	46.9802165	1	355	7.6756	34.9885	4.85084	0.0245	51.8965	-30.3953	3	
62	55.77454274	1	380	7.2642	34.9612	4.88146	0.0176	51.8965	-30.3953	3	
62	46.74878686	1	405	6.8863	34.9409	4.88046	0.021	51.8965	-30.3953	3	
62	43.97163121	1	430	6.5497	34.925	4.95146	0.0167	51.8965	-30.3953	3	
62	44.89734976	1	450	6.357	34.9239	4.97276	0.0205	51.8965	-30.3953	3	
62	35.87159388	1	475	6.0954	34.9265	4.94737	0.0179	51.8965	-30.3953	3	
62	34.02015677	1	500	5.745	34.9	5.09233	0.0206	51.8965	-30.3953	3	
62	34.25158641	1	525	5.4886	34.8932	5.23041	0.0178	51.8965	-30.3953	3	
62	31.47443076	1	550	5.2833	34.8946	5.28606	0.016	51.8965	-30.3953	3	
62	34.94587533	1	575	5.0169	34.8923	5.45132	0.0174	51.8965	-30.3953	3	
62	34.02015677	1	600	4.7535	34.8943	5.56554	0.0137	51.8965	-30.3953	3	
62	29.62299365	1	625	4.6841	34.8979	5.61079	0.0177	51.8965	-30.3953	3	
62	27.30869728	1	650	4.6236	34.8993	5.63699	0.0157	51.8965	-30.3953	3	
62	26.845838	1	670	4.571	34.8994	5.65764	0.0134	51.8965	-30.3953	3	
62	23.60582307	1	695	4.4863	34.8986	5.70616	0.0162	51.8965	-30.3953	3	
62	26.61440836	1	720	4.4299	34.8982	5.74298	0.0132	51.8965	-30.3953	3	
62	23.83725271	1	745	4.4353	34.9061	5.74135	0.0133	51.8965	-30.3953	3	
62	24.30011198	1	770	4.2941	34.9021	5.78022	0.0135	51.8965	-30.3953	3	
62	19.90294886	1	795	4.1925	34.8992	5.8592	0.0135	51.8965	-30.3953	3	
62	20.59723778	1	820	4.124	34.8971	5.91313	0.0174	51.8965	-30.3953	3	
62	20.36580814	1	845	4.0796	34.896	5.95598	0.0159	51.8965	-30.3953	3	
62	14.34863755	1	870	4.0135	34.8952	5.98534	0.0118	51.8965	-30.3953	3	
62	12.26577081	1	895	3.9719	34.8962	6.01249	0.0127	51.8965	-30.3953	3	
62	12.49720045	1	920	3.9236	34.8978	6.01909	0.0118	51.8965	-30.3953	3	
62	12.49720045	1	945	3.8801	34.896	6.05081	0.0105	51.8965	-30.3953	3	
62	13.422919	1	970	3.8551	34.895	6.06593	0.0086	51.8965	-30.3953	3	
62	16.43150429	1	990	3.8319	34.894	6.08467	0.0117	51.8965	-30.3953	3	
62	14.58006719	1	1015	3.8172	34.8938	6.09251	0.0137	51.8965	-30.3953	3	
62	15.96864502	1	1040	3.7824	34.8926	6.10993	0.0158	51.8965	-30.3953	3	
62	17.35722284	1	1065	3.7606	34.8927	6.119	0.0156	51.8965	-30.3953	3	
62	18.51437103	1	1090	3.7436	34.8926	6.12627	0.0118	51.8965	-30.3953	3	
62	16.89436357	1	1115	3.7111	34.8916	6.1414	0.0163	51.8965	-30.3953	3	
62	18.05151176	1	1135	3.6962	34.8913	6.14477	0.0155	51.8965	-30.3953	3	
62	16.89436357	1	1165	3.6763	34.8911	6.14986	0.0149	51.8965	-30.3953	3	
62	18.51437103	1	1190	3.6641	34.891	6.15311	0.0132	51.8965	-30.3953	3	
62	8.794326241	1	1215	3.6508	34.8912	6.15321	0.0104	51.8965	-30.3953	3	
62	9.488615155	1	1235	3.6365	34.8918	6.15576	0.0156	51.8965	-30.3953	3	
62	12.26577081	1	1260	3.634	34.892	6.15375	0.0144	51.8965	-30.3953	3	
62	9.951474431	1	1285	3.6167	34.8922	6.15401	0.0086	51.8965	-30.3953	3	
62	10.64576334	1	1310	3.594	34.8925	6.15436	0.0117	51.8965	-30.3953	3	
62	9.951474431	1	1335	3.5869	34.8936	6.16739	0.0152	51.8965	-30.3953	3	
62	15.73721538	1	1360	3.6028	34.8955	6.14757	0.0124	51.8965	-30.3953	3	
62	19.20865995	1	1385	3.6028	34.897	6.13025	0.0122	51.8965	-30.3953	3	
62	16.66293393	1	1410	3.5888	34.8968	6.12888	0.0137	51.8965	-30.3953	3	
62	12.03434117	1	1435	3.5729	34.8976	6.1301	0.016	51.8965	-30.3953	3	
62	13.65434864	1	1455	3.5549	34.8981	6.12891	0.0138	51.8965	-30.3953	3	
62	11.5714819	1	1480	3.5447	34.898	6.12755	0.0158	51.8965	-30.3953	3	
62	10.18290407	1	1505	3.5303	34.8981	6.1273	0.0083	51.8965	-30.3953	3	
62	10.41433371	1	1530	3.5145	34.8984	6.12987	0.0084	51.8965	-30.3953	3	
62	12.96005972	1	1555	3.4999	34.8982	6.1308	0.0118	51.8965	-30.3953	3	
62	7.637178052	1	1580	3.4765	34.898	6.13145	0.0118	51.8965	-30.3953	3	
62	15.50578574	1	1605	3.4669	34.8979	6.13579	0.0117	51.8965	-30.3953	3	
62	12.72863009	1	1630	3.4555	34.8975	6.13561	0.0136	51.8965	-30.3953	3	
62	12.03434117	1	1655	3.4364	34.897	6.14121	0.0119	51.8965	-30.3953	3	
64	81.06009705	0	310	5.9283	34.8652	5.15592	0.0174	51.876	-30.9937	3	
64	52.37028742	0	335	5.8184	34.8991	5.10704	0.016	51.876	-30.9937	3	
64	51.91489362	0	360	5.747	34.9111	5.09753	0.0163	51.876	-30.9937	3	
64	47.81634938	0	380	5.5902	34.9157	5.14433	0.0134	51.876	-30.9937	3	
64	43.71780515	0	405	5.3723	34.9166	5.25684	0.0164	51.876	-30.9937	3	
64	49.6379246	0	430	5.3227	34.9409	5.26759	0.0148	51.876	-30.9937	3	
64	42.12392684	0	455	5.102	34.9249	5.35137	0.0165	51.876	-30.9937	3	
64	35.06532288	0	480	4.9624	34.9243	5.41708	0.0155	51.876	-30.9937	3	
64	30.05599104	0	505	4.8447	34.9365	5.44844	0.017	51.876	-30.9937	3	
64	25.2743561	0	530	4.9183	34.9695	5.41573	0.0174	51.876	-30.9937	3	
64	24.8189623	0	555	4.695	34.9515	5.5193	0.0137	51.876	-30.9937	3	
64	18.67114595	0	580	4.415	34.9209	5.69722	0.0142	51.876	-30.9937	3	
64	19.12653975	0	605	4.2576	34.9063	5.81733	0.0161	51.876	-30.9937	3	
64	22.31429638	0	630	4.1973	34.9059	5.85587	0.0147	51.876	-30.9937	3	
64	20.94811497	0	655	4.127	34.9013	5.89955	0.0112	51.876	-30.9937	3	
64	21.40350877	0	675	4.0723	34.8982	5.94408	0.0132	51.876	-30.9937	3	
64	20.49272116	0	700	4.0313	34.8968	5.98128	0.0122	51.876	-30.9937	3	
64	17.76035834	0	725	3.9828	34.8943	6.00718	0.015	51.876	-30.9937	3	
64	12.9787234	0	750	3.9704	34.8968	6.02176	0.0153	51.876	-30.9937	3	
64	14.80029862	0	775	3.945	34.898	6.03388	0.0136	51.876	-30.9937	3	
64	15.48338932	0	800	3.9174	34.8984	6.04289	0.0125	51.876	-30.9937	3	
64	19.35423666	0	825	3.8705	34.8964	6.06911	0.0107	51.876	-30.9937	3	
64	19.80963046	0	845	3.857	34.8955	6.08171	0.0133	51.876	-30.9937	3	
64	27.09593132	0	870	3.8285	34.8939	6.11075	0.0111	51.876	-30.9937	3	
64	29.82829414	0	895	3.8307	34.8968	6.10766	0.0149	51.876	-30.9937	3	
64	28.23441583	0	920	3.8159	34.8962	6.11148	0.0137	51.876	-30.9937	3	
64	27.09593132	0	945	3.751	34.8899	6.14406	0.0123	51.876	-30.9937	3	
64	22.76969018	0	970	3.7131	34.8884	6.17411	0.0143	51.876	-30.9937	3	
64	18.44344905	0	995	3.6869	34.8872	6.18896	0.01	51.876	-30.9937	3	
64	13.66181411	0	1020	3.661	34.8864	6.19527	0.0132	51.876	-30.9937	3	
64	17.98805524	0	1045	3.6272	34.883	6.21565	0.0097	51.876	-30.9937	3	
64	19.35423666	0	1070	3.6167	34.8836	6.22831	0.0133	51.876	-30.9937	3	
64	15.93878313	0	1090	3.6074	34.884	6.22381	0.0153	51.876	-30.9937	3	
64	14.57260172	0	1120	3.5966	34.8854	6.22142	0.0114	51.876	-30.9937	3	
64	13.66181411	0	1140	3.5964	34.8868	6.21709	0.0125	51.876	-30.9937	3	
64	14.11720791	0	1165	3.5983	34.8884	6.20504	0.0132	51.876	-30.9937	3	
64	10.24636058	0	1195	3.595	34.8899	6.20403	0.0111	51.876	-30.9937	3	
64	8.424785368	0	1215	3.598	34.8919	6.19417	0.0108	51.876	-30.9937	3	
64	7.286300859	0	1240	3.6021	34.8946	6.17459	0.0138	51.876	-30.9937	3	
64	14.11720791	0	1265	3.5982	34.8957	6.16592	0.0153	51.876	-30.9937	3	
64	8.424785368	0	1290	3.5959	34.8963	6.15869	0.0137	51.876	-30.9937	3	
64	10.92945129	0	1315	3.5869	34.8979	6.14932	0.0116	51.876	-30.9937	3	
64	11.15714819	0	1340	3.5749	34.8992	6.14257	0.011	51.876	-30.9937	3	
64	9.790966779	0	1365	3.5674	34.901	6.13624	0.0119	51.876	-30.9937	3	
64	5.692422546	0	1390	3.5606	34.9014	6.12637	0.0138	51.876	-30.9937	3	
64	7.51399776	0	1410	3.5487	34.9017	6.12641	0.0111	51.876	-30.9937	3	
64	6.603210153	0	1435	3.54	34.9026	6.11943	0.0121	51.876	-30.9937	3	
64	6.375513251	0	1460	3.5188	34.9011	6.12161	0.013	51.876	-30.9937	3	
64	7.058603957	0	1485	3.5059	34.9008	6.13181	0.0116	51.876	-30.9937	3	
64	6.147816349	0	1510	3.4949	34.901	6.13236	0.0115	51.876	-30.9937	3	
64	7.741694662	0	1535	3.4865	34.9019	6.12284	0.0112	51.876	-30.9937	3	
64	7.969391564	0	1560	3.4537	34.9003	6.12257	0.0131	51.876	-30.9937	3	
64	7.51399776	0	1585	3.4346	34.8998	6.12669	0.0095	51.876	-30.9937	3	
64	6.603210153	0	1610	3.4188	34.8985	6.13959	0.0085	51.876	-30.9937	3	
64	4.553938037	0	1635	3.4082	34.8978	6.14482	0.0102	51.876	-30.9937	3	
64	5.920119448	0	1655	3.3946	34.8973	6.14708	0.0142	51.876	-30.9937	3	
64	5.692422546	0	1680	3.3803	34.8966	6.15003	0.0116	51.876	-30.9937	3	
64	4.553938037	0	1705	3.3524	34.8962	6.15467	0.0102	51.876	-30.9937	3	
64	7.058603957	0	1730	3.3403	34.8959	6.16087	0.012	51.876	-30.9937	3	
64	5.464725644	0	1755	3.3205	34.8955	6.16473	0.0101	51.876	-30.9937	3	
64	4.098544233	0	1780	3.2946	34.8939	6.17518	0.009	51.876	-30.9937	3	
64	4.326241135	0	1805	3.2786	34.8928	6.18379	0.0125	51.876	-30.9937	3	
64	4.553938037	0	1830	3.2602	34.8923	6.19425	0.0102	51.876	-30.9937	3	
64	6.375513251	0	1855	3.2471	34.8923	6.19998	0.0114	51.876	-30.9937	3	
64	5.692422546	0	1880	3.2365	34.8925	6.19886	0.0095	51.876	-30.9937	3	
64	7.286300859	0	1905	3.22	34.891	6.20431	0.0132	51.876	-30.9937	3	
64	3.415453527	0	1930	3.2102	34.8911	6.201	0.0106	51.876	-30.9937	3	
64	5.00933184	0	1955	3.1953	34.8913	6.21191	0.0108	51.876	-30.9937	3	
64	4.553938037	0	1980	3.1843	34.8915	6.21482	0.0096	51.876	-30.9937	3	
64	4.098544233	0	2005	3.1768	34.8921	6.2156	0.0102	51.876	-30.9937	3	
64	3.870847331	0	2030	3.1632	34.8927	6.21479	0.0121	51.876	-30.9937	3	
64	3.643150429	0	2050	3.1587	34.8934	6.21063	0.0088	51.876	-30.9937	3	
64	3.643150429	0	2075	3.1514	34.8949	6.20787	0.0136	51.876	-30.9937	3	
64	5.00933184	0	2100	3.1436	34.8962	6.20444	0.0102	51.876	-30.9937	3	
64	5.237028742	0	2125	3.1343	34.8979	6.19731	0.0095	51.876	-30.9937	3	
64	4.781634938	0	2150	3.1258	34.8996	6.19204	0.0128	51.876	-30.9937	3	
64	4.098544233	0	2175	3.1196	34.9007	6.1851	0.0093	51.876	-30.9937	3	
64	6.147816349	0	2200	3.1146	34.9019	6.1845	0.0109	51.876	-30.9937	3	
64	5.920119448	0	2225	3.096	34.905	6.17125	0.0096	51.876	-30.9937	3	
64	3.415453527	0	2250	3.0936	34.9055	6.1631	0.0116	51.876	-30.9937	3	
64	2.50466592	0	2275	3.0892	34.9065	6.16072	0.0095	51.876	-30.9937	3	
64	4.781634938	0	2300	3.0827	34.9069	6.15306	0.011	51.876	-30.9937	3	
64	4.098544233	0	2320	3.0829	34.9068	6.15057	0.0122	51.876	-30.9937	3	
64	3.415453527	0	2345	3.0681	34.9079	6.14531	0.0124	51.876	-30.9937	3	
64	4.781634938	0	2370	3.0501	34.9099	6.13461	0.0113	51.876	-30.9937	3	
64	4.098544233	0	2395	3.0406	34.9102	6.12545	0.0153	51.876	-30.9937	3	
64	2.732362822	0	2420	3.0387	34.9116	6.12615	0.01	51.876	-30.9937	3	
64	3.870847331	0	2445	3.0304	34.9122	6.12354	0.0103	51.876	-30.9937	3	
64	4.326241135	0	2470	3.0246	34.9132	6.11672	0.0124	51.876	-30.9937	3	
64	6.147816349	0	2495	3.0232	34.9139	6.11062	0.0112	51.876	-30.9937	3	
64	3.643150429	0	2520	3.02	34.9143	6.11089	0.0157	51.876	-30.9937	3	
64	4.098544233	0	2545	3.0148	34.9146	6.10666	0.0118	51.876	-30.9937	3	
64	3.643150429	0	2570	3.0076	34.9152	6.10313	0.0112	51.876	-30.9937	3	
64	4.326241135	0	2595	3.0028	34.9159	6.10033	0.0127	51.876	-30.9937	3	
64	2.276969018	0	2620	3.0006	34.9172	6.09301	0.0148	51.876	-30.9937	3	
64	4.098544233	0	2645	2.987	34.9199	6.08271	0.012	51.876	-30.9937	3	
64	2.960059724	0	2670	2.9856	34.9203	6.08033	0.0117	51.876	-30.9937	3	
64	3.870847331	0	2690	2.9764	34.9208	6.07699	0.0109	51.876	-30.9937	3	
64	4.553938037	0	2720	2.964	34.9214	6.07376	0.0116	51.876	-30.9937	3	
64	1.593878313	0	2745	2.9591	34.9219	6.0697	0.0102	51.876	-30.9937	3	
64	3.643150429	0	2765	2.9554	34.9227	6.06881	0.0138	51.876	-30.9937	3	
64	2.049272116	0	2795	2.9479	34.9231	6.06748	0.0133	51.876	-30.9937	3	
64	1.366181411	0	2815	2.946	34.9236	6.0628	0.0118	51.876	-30.9937	3	
64	1.593878313	0	2840	2.9358	34.924	6.06168	0.0152	51.876	-30.9937	3	
64	1.138484509	0	2865	2.9237	34.9239	6.06013	0.0148	51.876	-30.9937	3	
64	2.276969018	0	2890	2.9178	34.9244	6.05533	0.0112	51.876	-30.9937	3	
64	2.276969018	0	2915	2.9165	34.9246	6.05058	0.0108	51.876	-30.9937	3	
64	2.276969018	0	2940	2.9075	34.9254	6.04975	0.013	51.876	-30.9937	3	
64	1.366181411	0	2965	2.9079	34.9258	6.0474	0.0109	51.876	-30.9937	3	
64	1.593878313	0	2990	2.9039	34.9262	6.04619	0.0113	51.876	-30.9937	3	
64	0.683090705	0	3000	2.9035	34.9262	6.04627	0.0139	51.876	-30.9937	3	
64	1.821575215	0	3005	2.9018	34.9264	6.03825	0.0118	51.876	-30.9937	3	
66	87.89100411	0	310	5.5402	34.9151	5.42496	0.0138	53.0425	-33.5578	4	
66	65.12131392	0	335	5.3717	34.9199	5.41302	0.0169	53.0425	-33.5578	4	
66	47.58865248	0	360	5.2686	34.9324	5.37759	0.0137	53.0425	-33.5578	4	
66	43.49010825	0	385	5.1639	34.9399	5.37017	0.0161	53.0425	-33.5578	4	
66	26.86823442	0	405	5.0602	34.9397	5.37724	0.0189	53.0425	-33.5578	4	
66	24.5912654	0	430	4.9297	34.9376	5.40706	0.0117	53.0425	-33.5578	4	
66	19.80963046	0	455	4.8211	34.9397	5.4651	0.0106	53.0425	-33.5578	4	
66	16.39417693	0	480	4.7142	34.9354	5.49709	0.0138	53.0425	-33.5578	4	
66	16.16648003	0	505	4.534	34.9182	5.57074	0.0117	53.0425	-33.5578	4	
66	15.71108623	0	525	4.4901	34.9243	5.59965	0.0174	53.0425	-33.5578	4	
66	11.15714819	0	550	4.4422	34.9255	5.632	0.0112	53.0425	-33.5578	4	
66	11.61254199	0	575	4.3483	34.9214	5.66972	0.0112	53.0425	-33.5578	4	
66	16.84957074	0	600	4.2704	34.9188	5.71713	0.0164	53.0425	-33.5578	4	
66	12.9787234	0	625	4.2326	34.9191	5.75278	0.0145	53.0425	-33.5578	4	
66	13.20642031	0	650	4.2184	34.9266	5.75269	0.0103	53.0425	-33.5578	4	
66	9.790966779	0	675	4.1223	34.9189	5.79926	0.0135	53.0425	-33.5578	4	
66	13.43411721	0	700	4.0412	34.9145	5.85302	0.0152	53.0425	-33.5578	4	
66	10.92945129	0	720	3.9383	34.9032	5.91846	0.0144	53.0425	-33.5578	4	
66	15.02799552	0	745	3.8968	34.9032	5.95986	0.0154	53.0425	-33.5578	4	
66	12.2956327	0	770	3.8228	34.8967	6.01678	0.0148	53.0425	-33.5578	4	
66	12.9787234	0	795	3.7962	34.8972	6.03859	0.0121	53.0425	-33.5578	4	
66	19.12653975	0	820	3.7679	34.8976	6.04962	0.0155	53.0425	-33.5578	4	
66	14.11720791	0	845	3.7295	34.897	6.03658	0.0158	53.0425	-33.5578	4	
66	17.30496454	0	870	3.7057	34.8989	6.04744	0.0097	53.0425	-33.5578	4	
66	19.12653975	0	890	3.6815	34.8974	6.07034	0.0108	53.0425	-33.5578	4	
66	10.24636058	0	915	3.6672	34.8995	6.06139	0.0117	53.0425	-33.5578	4	
