Client ID,Age,"Gender 
1: Female, 2: Male",County,Income Group,
1528,69,1,Dublin,10001 - 40000,
1529,65,0,Cork,100000+,
1530,35,1,Meath,60001 - 100000,
1531,21,0,Cork,60001 - 100000,
1532,29,1,Mayo,100000+,
1533,46,1,Dublin,10001 - 40000,
1534,27,1,Dublin,10001 - 40000,
1535,51,0,Cork,10001 - 40000,
1536,60,1,Dublin,10001 - 40000,
1537,58,1,Dublin,10001 - 40000,
1538,24,0,Offaly,40001 - 60000,
1539,51,0,Dublin,10001 - 40000,
1540,46,1,Cork,10001 - 40000,
1541,24,0,Dublin,10001 - 40000,
1542,24,1,Dublin,10001 - 40000,
1543,48,0,Clare,60001 - 100000,
1544,33,0,Dublin,10001 - 40000,
1545,41,1,Galway,10001 - 40000,
1546,59,0,Dublin,10001 - 40000,
1547,24,0,Dublin,100000+,
1548,68,0,Dublin,40001 - 60000,
1549,39,1,Dublin,10001 - 40000,
1550,40,1,Tipperary,10001 - 40000,
1551,57,1,Dublin,60001 - 100000,
1552,42,1,Cavan,40001 - 60000,
1553,51,1,Dublin,10001 - 40000,
1554,42,0,Kilkenny,40001 - 60000,
1555,38,0,Kerry,10001 - 40000,
1556,42,1,Dublin,10001 - 40000,
1557,54,0,Cork,10001 - 40000,
1558,62,0,Louth,60001 - 100000,
1559,32,0,Louth,10001 - 40000,
1560,30,0,Monaghan,10001 - 40000,
1561,31,0,Dublin,10001 - 40000,
1562,64,0,Offaly,40001 - 60000,
1563,31,1,Leitrim,10001 - 40000,
1564,48,1,Dublin,10001 - 40000,
1565,61,0,Dublin,40001 - 60000,
1566,28,0,Dublin,10001 - 40000,
1567,25,0,Cavan,10001 - 40000,
1568,50,0,Dublin,10001 - 40000,
1569,51,1,Dublin,60001 - 100000,
1570,24,0,Tipperary,40001 - 60000,
1571,39,0,Dublin,40001 - 60000,
1572,70,1,Galway,10001 - 40000,
1573,70,1,Meath,40001 - 60000,
1574,67,1,Dublin,10001 - 40000,
1575,55,1,Kerry,10001 - 40000,
1576,22,0,Cork,0 - 10000,
1577,46,1,Cork,100000+,
1578,31,1,Mayo,60001 - 100000,
1579,29,0,Dublin,10001 - 40000,
1580,49,0,Kildare,40001 - 60000,
1581,44,1,Dublin,10001 - 40000,
1582,24,0,Dublin,10001 - 40000,
1583,69,1,Dublin,10001 - 40000,
1584,43,0,Dublin,10001 - 40000,
1585,65,0,Galway,10001 - 40000,
1586,44,1,Dublin,10001 - 40000,
1587,70,0,Dublin,0 - 10000,
1588,54,0,Dublin,10001 - 40000,
1589,55,0,Dublin,10001 - 40000,
1590,39,0,Dublin,10001 - 40000,
1591,27,1,Mayo,60001 - 100000,
1592,64,1,Dublin,60001 - 100000,
1593,31,1,Dublin,40001 - 60000,
1594,52,0,Cork,40001 - 60000,
1595,22,0,Dublin,10001 - 40000,
1596,70,1,Monaghan,60001 - 100000,
1597,23,1,Leitrim,60001 - 100000,
1598,57,1,Mayo,10001 - 40000,
1599,23,0,Dublin,40001 - 60000,
1600,49,1,Leitrim,40001 - 60000,
1601,59,1,Dublin,10001 - 40000,
1602,23,0,Meath,10001 - 40000,
1603,57,1,Dublin,40001 - 60000,
1604,32,1,Kerry,60001 - 100000,
1605,49,1,Dublin,10001 - 40000,
1606,50,1,Dublin,10001 - 40000,
1607,51,1,Dublin,60001 - 100000,
1608,44,0,Dublin,40001 - 60000,
1609,62,0,Dublin,10001 - 40000,
1610,24,0,Dublin,10001 - 40000,
1611,23,1,Dublin,10001 - 40000,
1612,35,0,Wicklow,60001 - 100000,
1613,31,0,Cork,40001 - 60000,
1614,39,0,Dublin,10001 - 40000,
1615,52,0,Dublin,10001 - 40000,
1616,31,0,Carlow,100000+,
1617,36,1,Dublin,10001 - 40000,
1618,46,1,Cork,10001 - 40000,
1619,55,0,Offaly,60001 - 100000,
1620,24,1,Galway,10001 - 40000,
1621,68,1,Offaly,10001 - 40000,
1622,34,0,Dublin,60001 - 100000,
1623,40,1,Dublin,60001 - 100000,
1624,40,0,Kerry,40001 - 60000,
1625,58,1,Kildare,60001 - 100000,
1626,23,1,Adare,60001 - 100000,
1627,47,1,Dublin,60001 - 100000,
1628,28,0,Dublin,10001 - 40000,
1629,37,1,Dublin,0 - 10000,
1630,63,1,Dublin,10001 - 40000,
1631,52,0,Mayo,10001 - 40000,
1632,49,0,Dublin,60001 - 100000,
1633,50,1,Galway,40001 - 60000,
1634,51,1,Cork,60001 - 100000,
1635,46,1,Dublin,10001 - 40000,
1636,64,1,Cavan,100000+,
1637,64,1,Leitrim,60001 - 100000,
1638,41,1,Leitrim,10001 - 40000,
1639,51,1,Mayo,100000+,
1640,27,0,Dublin,10001 - 40000,
1641,38,1,Offaly,10001 - 40000,
1642,66,1,Leitrim,60001 - 100000,
1643,67,0,Dublin,0 - 10000,
1644,52,1,Dublin,10001 - 40000,
1645,70,1,Dublin,10001 - 40000,
1646,21,0,Laois,40001 - 60000,
1647,42,0,Cork,10001 - 40000,
1648,33,0,Kilkenny,10001 - 40000,
1649,20,1,Meath,10001 - 40000,
1650,62,1,Kerry,10001 - 40000,
1651,59,0,Longford,10001 - 40000,
1652,33,1,Dublin,10001 - 40000,
1653,47,0,Cork,100000+,
1654,36,0,Cork,10001 - 40000,
1655,64,1,Cork,10001 - 40000,
1656,52,1,Dublin,60001 - 100000,
1657,20,0,Cork,10001 - 40000,
1658,41,1,Dublin,10001 - 40000,
1659,20,0,Dublin,10001 - 40000,
1660,47,0,Dublin,40001 - 60000,
1661,61,1,Dublin,60001 - 100000,
1662,42,0,Dublin,10001 - 40000,
1663,64,1,Mayo,60001 - 100000,
1664,67,0,Dublin,10001 - 40000,
1665,65,0,Cork,60001 - 100000,
1666,59,0,Dublin,10001 - 40000,
1667,48,1,Dublin,100000+,
1668,33,1,Donegal,10001 - 40000,
1669,63,0,Dublin,10001 - 40000,
1670,45,1,Monaghan,10001 - 40000,
1671,23,1,Dublin,10001 - 40000,
1672,43,1,Cork,10001 - 40000,
1673,31,0,Dublin,10001 - 40000,
1674,37,1,Cork,40001 - 60000,
1675,23,1,Longford,60001 - 100000,
1676,46,0,Galway,10001 - 40000,
1677,56,1,Cavan,10001 - 40000,
1678,20,1,Cork,10001 - 40000,
1679,42,0,Dublin,0 - 10000,
1680,62,0,Dublin,10001 - 40000,
1681,31,0,Waterford,60001 - 100000,
1682,50,0,Dublin,10001 - 40000,
1683,43,1,Cork,10001 - 40000,
1684,45,0,Dublin,60001 - 100000,
1685,32,1,Dublin,60001 - 100000,
1686,55,1,Cork,10001 - 40000,
1687,60,0,Dublin,10001 - 40000,
1688,43,1,Offaly,10001 - 40000,
1689,37,0,Dublin,10001 - 40000,
1690,63,1,Dublin,10001 - 40000,
1691,40,0,Louth,0 - 10000,
1692,69,1,Meath,100000+,
1693,70,0,Dublin,10001 - 40000,
1694,28,1,Meath,100000+,
1695,33,0,Wicklow,10001 - 40000,
1696,66,1,Offaly,10001 - 40000,
1697,33,0,Kildare,40001 - 60000,
1698,68,1,Dublin,10001 - 40000,
1699,47,1,Dublin,100000+,
1700,31,0,Dublin,10001 - 40000,
1701,56,1,Dublin,40001 - 60000,
1702,39,0,Dublin,0 - 10000,
1703,29,1,Dublin,10001 - 40000,
1704,21,1,Louth,10001 - 40000,
1705,70,0,Dublin,10001 - 40000,
1706,26,0,Donegal,60001 - 100000,
1707,42,1,Waterford,10001 - 40000,
1708,49,0,Cork,10001 - 40000,
1709,38,0,Dublin,40001 - 60000,
1710,60,1,Donegal,10001 - 40000,
1711,48,1,Waterford,10001 - 40000,
1712,40,1,Dublin,10001 - 40000,
1713,46,1,Offaly,10001 - 40000,
1714,65,1,Dublin,60001 - 100000,
1715,58,0,Dublin,10001 - 40000,
1716,26,1,Kildare,60001 - 100000,
1717,65,1,Longford,10001 - 40000,
1718,37,1,Dublin,10001 - 40000,
1719,23,1,Dublin,60001 - 100000,
1720,21,1,Kerry,10001 - 40000,
1721,22,1,Dublin,10001 - 40000,
1722,65,0,Cork,10001 - 40000,
1723,62,0,Dublin,10001 - 40000,
1724,50,0,Dublin,10001 - 40000,
1725,26,0,Dublin,60001 - 100000,
1726,70,0,Dublin,60001 - 100000,
1727,57,0,Dublin,10001 - 40000,
1728,26,1,Cavan,10001 - 40000,
1729,49,1,Dublin,10001 - 40000,
1730,57,1,Dublin,10001 - 40000,
1731,44,1,Dublin,10001 - 40000,
1732,54,0,Meath,60001 - 100000,
1733,34,1,Dublin,0 - 10000,
1734,30,0,Dublin,10001 - 40000,
1735,36,0,Dublin,60001 - 100000,
1736,25,1,Dublin,10001 - 40000,
1737,30,1,Kilkenny,10001 - 40000,
1738,36,1,Dublin,40001 - 60000,
1739,70,1,Cork,10001 - 40000,
1740,33,0,Dublin,10001 - 40000,
1741,57,1,Cork,10001 - 40000,
1742,53,1,Dublin,10001 - 40000,
1743,32,0,Tipperary,10001 - 40000,
1744,33,1,Cork,10001 - 40000,
1745,37,1,Limerick,100000+,
1746,28,1,Kildare,40001 - 60000,
1747,31,0,Dublin,10001 - 40000,
1748,49,0,Dublin,100000+,
1749,24,1,Dublin,10001 - 40000,
1750,60,0,Dublin,10001 - 40000,
1751,21,1,Cork,100000+,
1752,21,1,Dublin,10001 - 40000,
1753,30,0,Clare,40001 - 60000,
1754,58,0,Tipperary,10001 - 40000,
1755,59,1,Cork,40001 - 60000,
1756,47,1,Limerick,0 - 10000,
1757,67,1,Cork,10001 - 40000,
1758,23,0,Dublin,10001 - 40000,
1759,45,0,Cork,40001 - 60000,
1760,32,1,Dublin,10001 - 40000,
1761,37,1,Dublin,60001 - 100000,
1762,67,0,Cork,10001 - 40000,
1763,52,0,Dublin,60001 - 100000,
1764,25,1,Dublin,60001 - 100000,
1765,29,1,Cork,60001 - 100000,
1766,27,1,Dublin,60001 - 100000,
1767,30,1,Meath,60001 - 100000,
1768,29,0,Dublin,100000+,
1769,23,0,Limerick,10001 - 40000,
1770,66,1,Dublin,100000+,
1771,42,1,Dublin,10001 - 40000,
1772,65,0,Dublin,10001 - 40000,
1773,60,1,Dublin,100000+,
1774,44,1,Clare,100000+,
1775,61,1,Dublin,10001 - 40000,
1776,25,0,Clare,10001 - 40000,
1777,48,0,Dublin,10001 - 40000,
1778,32,0,Dublin,10001 - 40000,
1779,54,0,Dublin,10001 - 40000,
1780,65,0,Dublin,10001 - 40000,
1781,23,0,Dublin,40001 - 60000,
1782,51,1,Dublin,10001 - 40000,
1783,50,1,Dublin,10001 - 40000,
1784,50,0,Cavan,60001 - 100000,
1785,59,0,Offaly,100000+,
1786,21,1,Dublin,10001 - 40000,
1787,22,1,Cork,10001 - 40000,
1788,50,0,Cork,0 - 10000,
1789,37,1,Dublin,10001 - 40000,
1790,26,0,Dublin,10001 - 40000,
1791,43,0,Dublin,40001 - 60000,
1792,70,1,Dublin,10001 - 40000,
1793,44,1,Dublin,10001 - 40000,
1794,39,1,Offaly,60001 - 100000,
1795,70,0,Cork,10001 - 40000,
1796,69,0,Galway,60001 - 100000,
1797,41,0,Meath,100000+,
1798,53,1,Dublin,10001 - 40000,
1799,37,1,Dublin,10001 - 40000,
1800,58,1,Dublin,100000+,
1801,52,0,Dublin,100000+,
1802,52,0,Dublin,10001 - 40000,
1803,28,0,Meath,10001 - 40000,
1804,22,0,Dublin,60001 - 100000,
1805,65,0,Dublin,40001 - 60000,
1806,36,0,Cork,10001 - 40000,
1807,66,1,Clare,10001 - 40000,
1808,25,1,Cavan,40001 - 60000,
1809,30,1,Dublin,60001 - 100000,
1810,28,0,Dublin,0 - 10000,
1811,24,0,Cork,10001 - 40000,
1812,67,1,Waterford,100000+,
1813,35,0,Wicklow,10001 - 40000,
1814,67,0,Dublin,10001 - 40000,
1815,40,0,Clare,10001 - 40000,
1816,54,0,Cork,40001 - 60000,
1817,66,1,Cork,10001 - 40000,
1818,23,0,Dublin,10001 - 40000,
1819,32,0,Tipperary,100000+,
1820,27,0,Dublin,60001 - 100000,
1821,64,1,Kerry,10001 - 40000,
1822,56,1,Dublin,10001 - 40000,
1823,42,1,Dublin,40001 - 60000,
1824,44,1,Dublin,10001 - 40000,
1825,20,1,Dublin,10001 - 40000,
1826,28,0,Kildare,40001 - 60000,
1827,67,1,Dublin,40001 - 60000,
1828,36,0,Cork,40001 - 60000,
1829,35,1,Dublin,10001 - 40000,
1830,49,1,Waterford,10001 - 40000,
1831,70,1,Dublin,100000+,
1832,30,0,Dublin,100000+,
1833,20,0,Dublin,100000+,
1834,36,0,Galway,10001 - 40000,
1835,33,1,Offaly,100000+,
1836,30,0,Dublin,10001 - 40000,
1837,41,1,Clare,100000+,
1838,30,0,Dublin,40001 - 60000,
1839,60,1,Waterford,10001 - 40000,
1840,52,1,Dublin,0 - 10000,
1841,42,1,Dublin,0 - 10000,
1842,58,0,Wicklow,60001 - 100000,
1843,30,1,Offaly,10001 - 40000,
1844,56,0,Cork,10001 - 40000,
1845,24,1,Dublin,10001 - 40000,
1846,52,0,Dublin,60001 - 100000,
1847,68,1,Dublin,10001 - 40000,
1848,28,1,Dublin,10001 - 40000,
1849,60,0,Cork,40001 - 60000,
1850,58,0,Galway,10001 - 40000,
1851,40,1,Laois,40001 - 60000,
1852,58,0,Tipperary,10001 - 40000,
1853,57,1,Monaghan,100000+,
1854,49,0,Dublin,60001 - 100000,
1855,44,1,Dublin,100000+,
1856,48,1,Cork,40001 - 60000,
1857,20,0,Dublin,100000+,
1858,70,0,Galway,10001 - 40000,
1859,26,1,Dublin,40001 - 60000,
1860,48,1,Dublin,60001 - 100000,
1861,66,1,Clare,10001 - 40000,
1862,24,1,Dublin,40001 - 60000,
1863,59,0,Dublin,10001 - 40000,
1864,63,0,Waterford,10001 - 40000,
1865,29,0,Limerick,10001 - 40000,
1866,29,0,Kildare,10001 - 40000,
1867,49,1,Dublin,10001 - 40000,
1868,23,1,Dublin,0 - 10000,
1869,39,1,Dublin,40001 - 60000,
1870,55,1,Dublin,60001 - 100000,
1871,37,1,Cork,10001 - 40000,
1872,30,0,Leitrim,60001 - 100000,
1873,43,1,Dublin,40001 - 60000,
1874,58,0,Galway,10001 - 40000,
1875,31,0,Cavan,10001 - 40000,
1876,41,0,Dublin,40001 - 60000,
1877,60,0,Meath,10001 - 40000,
1878,33,0,Cork,100000+,
1879,35,0,Wicklow,10001 - 40000,
1880,60,0,Mayo,40001 - 60000,
1881,24,1,Donegal,0 - 10000,
1882,42,0,Donegal,10001 - 40000,
1883,53,0,Dublin,100000+,
1884,55,0,Dublin,40001 - 60000,
1885,60,0,Dublin,10001 - 40000,
1886,23,0,Louth,40001 - 60000,
1887,35,0,Dublin,100000+,
1888,21,1,Cavan,60001 - 100000,
1889,59,0,Dublin,100000+,
1890,35,0,Dublin,10001 - 40000,
1891,34,1,Dublin,10001 - 40000,
1892,48,1,Clare,10001 - 40000,
1893,33,1,Dublin,10001 - 40000,
1894,63,0,Kildare,10001 - 40000,
1895,44,1,Dublin,10001 - 40000,
1896,56,0,Carlow,10001 - 40000,
1897,200,1,Waterford,10001 - 40000,
1898,40,1,Dublin,10001 - 40000,
1899,41,0,Leitrim,0 - 10000,
1900,61,1,Wicklow,10001 - 40000,
1901,42,0,Dublin,10001 - 40000,
1902,21,1,Dublin,0 - 10000,
1903,26,1,Dublin,10001 - 40000,
1904,30,0,Cork,60001 - 100000,
1905,30,1,Dublin,60001 - 100000,
1906,36,1,Monaghan,10001 - 40000,
1907,24,1,Dublin,10001 - 40000,
1908,23,0,Offaly,60001 - 100000,
1909,63,1,Dublin,10001 - 40000,
1910,32,1,Dublin,10001 - 40000,
1911,45,0,Kerry,10001 - 40000,
1912,35,0,Cork,40001 - 60000,
1913,70,1,Dublin,60001 - 100000,
1914,23,1,Dublin,60001 - 100000,
1915,22,0,Carlow,40001 - 60000,
1916,37,1,Dublin,10001 - 40000,
1917,25,1,Limerick,10001 - 40000,
1918,58,0,Dublin,10001 - 40000,
1919,69,1,Dublin,60001 - 100000,
1920,25,0,Dublin,10001 - 40000,
1921,25,1,Kildare,10001 - 40000,
1922,46,0,Dublin,10001 - 40000,
1923,39,1,Offaly,60001 - 100000,
1924,23,0,Clare,10001 - 40000,
1925,65,0,Dublin,10001 - 40000,
1926,63,1,Cork,100000+,
1927,43,1,Wicklow,60001 - 100000,
1928,22,0,Laois,40001 - 60000,
1929,40,0,Cork,40001 - 60000,
1930,43,1,Offaly,10001 - 40000,
1931,22,1,Mayo,10001 - 40000,
1932,42,0,Meath,10001 - 40000,
1933,25,1,Cavan,10001 - 40000,
1934,48,1,Dublin,40001 - 60000,
1935,22,1,Dublin,10001 - 40000,
1936,58,0,Cork,10001 - 40000,
1937,65,1,Mayo,10001 - 40000,
1938,44,0,Dublin,40001 - 60000,
1939,40,0,Limerick,10001 - 40000,
1940,67,1,Kildare,10001 - 40000,
1941,26,0,Dublin,10001 - 40000,
1942,20,0,Mayo,100000+,
1943,45,0,Donegal,10001 - 40000,
1944,61,1,Waterford,10001 - 40000,
1945,52,1,Dublin,60001 - 100000,
1946,33,1,Cork,10001 - 40000,
1947,42,1,Dublin,100000+,
1948,57,0,Dublin,10001 - 40000,
1949,35,0,Cork,10001 - 40000,
1950,61,1,Kilkenny,100000+,
1951,43,0,Tipperary,10001 - 40000,
1952,68,0,Dublin,100000+,
1953,39,0,Galway,100000+,
1954,24,1,Dublin,10001 - 40000,
1955,52,1,Dublin,10001 - 40000,
1956,61,1,Dublin,60001 - 100000,
1957,24,1,Dublin,10001 - 40000,
1958,36,1,Donegal,10001 - 40000,
1959,44,1,Cavan,10001 - 40000,
1960,35,0,Dublin,10001 - 40000,
1961,55,1,Cork,0 - 10000,
1962,20,0,Tipperary,60001 - 100000,
1963,24,1,Limerick,100000+,
1964,59,0,Louth,40001 - 60000,
1965,27,1,Cork,10001 - 40000,
1966,58,0,Dublin,10001 - 40000,
1967,45,0,Cork,100000+,
1968,21,1,Kildare,40001 - 60000,
1969,38,1,Wicklow,40001 - 60000,
1970,43,0,Dublin,40001 - 60000,
1971,45,1,Offaly,10001 - 40000,
1972,44,1,Mayo,10001 - 40000,
1973,52,1,Dublin,0 - 10000,
1974,55,0,Dublin,10001 - 40000,
1975,32,0,Louth,40001 - 60000,
1976,49,1,Limerick,40001 - 60000,
1977,52,1,Cork,40001 - 60000,
1978,59,0,Laois,40001 - 60000,
1979,29,1,Tipperary,10001 - 40000,
1980,36,0,Dublin,10001 - 40000,
1981,62,1,Dublin,10001 - 40000,
1982,52,1,Dublin,60001 - 100000,
1983,57,1,Mayo,0 - 10000,
1984,55,1,Kilkenny,40001 - 60000,
1985,49,1,Dublin,100000+,
1986,51,1,Cork,10001 - 40000,
1987,36,0,Dublin,60001 - 100000,
1988,57,1,Dublin,10001 - 40000,
1989,70,1,Cork,10001 - 40000,
1990,24,0,Clare,60001 - 100000,
1991,46,0,Tipperary,60001 - 100000,
1992,44,1,Dublin,60001 - 100000,
1993,47,1,Offaly,40001 - 60000,
1994,26,0,Offaly,10001 - 40000,
1995,55,0,Wicklow,10001 - 40000,
1996,26,1,Dublin,10001 - 40000,
1997,36,1,Dublin,100000+,
1998,70,1,Galway,10001 - 40000,
1999,36,1,Dublin,10001 - 40000,
2000,43,1,Cork,60001 - 100000,
2001,32,0,Carlow,100000+,
2002,52,1,Cork,100000+,
2003,63,0,Wicklow,60001 - 100000,
2004,33,0,Cork,10001 - 40000,
2005,25,0,Dublin,10001 - 40000,
2006,68,1,Leitrim,40001 - 60000,
2007,24,0,Dublin,10001 - 40000,
2008,34,0,Cavan,60001 - 100000,
2009,54,0,Dublin,10001 - 40000,
2010,64,0,Dublin,10001 - 40000,
2011,31,1,Dublin,10001 - 40000,
2012,33,1,Dublin,10001 - 40000,
2013,37,0,Kilkenny,10001 - 40000,
2014,29,0,Cork,100000+,
2015,51,1,Offaly,10001 - 40000,
2016,23,1,Limerick,40001 - 60000,
2017,30,0,Carlow,10001 - 40000,
2018,27,0,Dublin,0 - 10000,
2019,48,1,Dublin,10001 - 40000,
2020,48,0,Dublin,10001 - 40000,
2021,41,1,Dublin,40001 - 60000,
2022,57,1,Leitrim,10001 - 40000,
2023,35,0,Kildare,100000+,
2024,50,1,Cork,0 - 10000,
2025,52,0,Dublin,40001 - 60000,
2026,46,0,Cork,10001 - 40000,
2027,22,1,Dublin,100000+,
2028,45,0,Dublin,10001 - 40000,
2029,21,1,Dublin,10001 - 40000,
2030,23,1,Dublin,60001 - 100000,
2031,38,0,Dublin,10001 - 40000,
2032,32,0,Kerry,10001 - 40000,
2033,62,1,Kilkenny,10001 - 40000,
2034,33,1,Dublin,10001 - 40000,
2035,21,1,Dublin,100000+,
2036,60,0,Dublin,100000+,
2037,27,0,Dublin,40001 - 60000,
2038,23,0,Cavan,10001 - 40000,
2039,57,0,Leitrim,0 - 10000,
2040,64,0,Dublin,10001 - 40000,
2041,59,0,Tipperary,40001 - 60000,
2042,54,0,Tipperary,10001 - 40000,
2043,58,0,Dublin,10001 - 40000,
2044,56,0,Dublin,60001 - 100000,
2045,20,0,Dublin,60001 - 100000,
2046,55,0,Waterford,60001 - 100000,
2047,45,1,Dublin,0 - 10000,
2048,29,0,Dublin,60001 - 100000,
2049,68,1,Kilkenny,60001 - 100000,
2050,54,1,Monaghan,60001 - 100000,
2051,55,1,Dublin,10001 - 40000,
2052,63,0,Dublin,10001 - 40000,
2053,51,0,Cavan,10001 - 40000,
2054,25,0,Louth,10001 - 40000,
2055,27,1,Tipperary,10001 - 40000,
2056,59,1,Dublin,10001 - 40000,
2057,21,0,Dublin,40001 - 60000,
2058,63,1,Longford,60001 - 100000,
2059,40,0,Cavan,10001 - 40000,
2060,32,0,Dublin,10001 - 40000,
2061,32,0,Dublin,10001 - 40000,
2062,31,0,Cork,10001 - 40000,
2063,28,0,Limerick,40001 - 60000,
2064,20,0,Dublin,60001 - 100000,
2065,22,1,Dublin,10001 - 40000,
2066,43,1,Donegal,40001 - 60000,
2067,43,1,Galway,10001 - 40000,
2068,37,1,Longford,10001 - 40000,
2069,42,1,Dublin,10001 - 40000,
2070,66,0,Dublin,10001 - 40000,
2071,32,0,Kildare,100000+,
2072,67,1,Louth,10001 - 40000,
2073,66,1,Monaghan,100000+,
2074,20,1,Meath,100000+,
2075,53,0,Dublin,10001 - 40000,
2076,38,0,Dublin,60001 - 100000,
2077,36,0,Offaly,40001 - 60000,
2078,27,1,Cork,40001 - 60000,
2079,39,1,Waterford,40001 - 60000,
2080,41,0,Cork,10001 - 40000,
2081,61,0,Kildare,10001 - 40000,
2082,48,0,Dublin,40001 - 60000,
2083,36,1,Dublin,10001 - 40000,
2084,28,1,Dublin,40001 - 60000,
2085,53,1,Cork,10001 - 40000,
2086,61,0,Cork,10001 - 40000,
2087,27,0,Laois,100000+,
2088,38,1,Carlow,10001 - 40000,
2089,32,0,Dublin,10001 - 40000,
2090,54,0,Dublin,10001 - 40000,
2091,41,1,Dublin,10001 - 40000,
2092,70,1,Dublin,10001 - 40000,
2093,23,1,Limerick,0 - 10000,
2094,65,0,Galway,60001 - 100000,
2095,38,1,Dublin,40001 - 60000,
2096,50,0,Dublin,40001 - 60000,
2097,57,0,Cork,10001 - 40000,
2098,46,0,Dublin,10001 - 40000,
2099,28,0,Laois,10001 - 40000,
2100,46,0,Kerry,10001 - 40000,
2101,28,0,Cork,60001 - 100000,
2102,29,1,Dublin,10001 - 40000,
2103,64,1,Dublin,60001 - 100000,
2104,44,1,Meath,10001 - 40000,
2105,69,0,Kildare,10001 - 40000,
2106,52,1,Dublin,10001 - 40000,
2107,25,0,Cork,10001 - 40000,
2108,52,0,Cork,10001 - 40000,
2109,66,0,Kildare,60001 - 100000,
2110,37,0,Laois,10001 - 40000,
2111,29,1,Louth,10001 - 40000,
2112,52,1,Dublin,10001 - 40000,
2113,24,0,Dublin,10001 - 40000,
2114,45,1,Dublin,10001 - 40000,
2115,58,1,Dublin,10001 - 40000,
2116,51,0,Clare,10001 - 40000,
2117,56,0,Dublin,0 - 10000,
2118,58,1,Leitrim,10001 - 40000,
2119,65,0,Cork,100000+,
2120,44,0,Cork,100000+,
2121,53,1,Cavan,10001 - 40000,
2122,24,0,Dublin,100000+,
2123,30,1,Donegal,60001 - 100000,
2124,44,1,Cork,60001 - 100000,
2125,25,0,Dublin,10001 - 40000,
2126,64,1,Offaly,10001 - 40000,
2127,49,0,Leitrim,10001 - 40000,
2128,70,1,Dublin,10001 - 40000,
2129,24,1,Offaly,60001 - 100000,
2130,46,0,Wicklow,60001 - 100000,
2131,63,0,Kilkenny,40001 - 60000,
2132,40,0,Louth,100000+,
2133,41,0,Dublin,10001 - 40000,
2134,44,1,Leitrim,10001 - 40000,
2135,63,1,Dublin,10001 - 40000,
2136,56,1,Dublin,10001 - 40000,
2137,52,0,Cavan,10001 - 40000,
2138,42,1,Dublin,10001 - 40000,
2139,42,1,Tipperary,100000+,
2140,62,0,Dublin,10001 - 40000,
2141,41,1,Limerick,10001 - 40000,
2142,65,1,Carlow,10001 - 40000,
2143,63,1,Longford,60001 - 100000,
2144,23,0,Cork,40001 - 60000,
2145,59,1,Meath,10001 - 40000,
2146,51,0,Dublin,10001 - 40000,
2147,40,1,Wicklow,10001 - 40000,
2148,42,1,Laois,60001 - 100000,
2149,22,0,Kildare,60001 - 100000,
2150,32,1,Dublin,10001 - 40000,
2151,21,0,Kildare,40001 - 60000,
2152,20,0,Dublin,10001 - 40000,
2153,45,1,Louth,60001 - 100000,
2154,26,1,Clare,10001 - 40000,
2155,28,0,Dublin,100000+,
2156,34,1,Tipperary,60001 - 100000,
2157,49,0,Dublin,100000+,
2158,58,0,Dublin,40001 - 60000,
2159,44,1,Donegal,60001 - 100000,
2160,31,1,Monaghan,10001 - 40000,
2161,37,1,Dublin,10001 - 40000,
2162,21,0,Laois,10001 - 40000,
2163,29,0,Dublin,10001 - 40000,
2164,31,1,Clare,60001 - 100000,
2165,57,0,Dublin,10001 - 40000,
2166,27,0,Longford,40001 - 60000,
2167,44,1,Cork,40001 - 60000,
2168,34,1,Kilkenny,10001 - 40000,
2169,50,1,Offaly,10001 - 40000,
2170,69,1,Leitrim,40001 - 60000,
2171,27,1,Dublin,10001 - 40000,
2172,39,0,Wicklow,10001 - 40000,
2173,62,1,Leitrim,10001 - 40000,
2174,57,1,Cork,10001 - 40000,
2175,31,0,Dublin,40001 - 60000,
2176,60,0,Dublin,10001 - 40000,
2177,40,0,Dublin,60001 - 100000,
2178,38,0,Donegal,10001 - 40000,
2179,21,0,Dublin,10001 - 40000,
2180,31,0,Dublin,10001 - 40000,
2181,56,1,Carlow,10001 - 40000,
2182,36,0,Dublin,60001 - 100000,
2183,46,1,Cork,10001 - 40000,
2184,20,1,Kerry,60001 - 100000,
2185,47,0,Dublin,40001 - 60000,
2186,56,0,Dublin,40001 - 60000,
2187,53,0,Carlow,0 - 10000,
2188,63,1,Dublin,10001 - 40000,
2189,44,0,Dublin,10001 - 40000,
2190,40,1,Donegal,40001 - 60000,
2191,46,0,Tipperary,10001 - 40000,
2192,53,1,Offaly,40001 - 60000,
2193,47,1,Dublin,10001 - 40000,
2194,53,1,Dublin,60001 - 100000,
2195,27,0,Donegal,100000+,
2196,55,1,Galway,100000+,
2197,54,0,Dublin,100000+,
2198,35,1,Mayo,10001 - 40000,
2199,67,1,Dublin,10001 - 40000,
2200,29,1,Dublin,10001 - 40000,
2201,48,0,Dublin,100000+,
2202,67,0,Kildare,10001 - 40000,
2203,55,1,Kerry,10001 - 40000,
2204,41,1,Meath,10001 - 40000,
2205,60,1,Kildare,60001 - 100000,
2206,61,0,Dublin,100000+,
2207,46,1,Dublin,60001 - 100000,
2208,48,1,Dublin,40001 - 60000,
2209,70,0,Dublin,10001 - 40000,
2210,66,1,Monaghan,60001 - 100000,
