ItemID,Item,Price,Classification
7718910,Multimedia Mailers,162.93,Envelopes
8782780,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelop",10.94,Envelopes
6560700,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",40.98,Binders and Binder Accessories
6848473,"DXL?Angle-View Binders with Locking Rings, Black",5.99,Binders and Binder Accessories
564592,8260,65.99,Telephones and Communication
7866396,Newell?3-Hole Punched Plastic Slotted Magazine Holders for Binders,4.57,Binders and Binder Accessories
7634132,Laser & Ink Jet Business Envelopes,10.67,Envelopes
7939695,Okidata ML390 Turbo Dot Matrix Printers,442.14,Office Machines
6951829,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.74,Office Furnishings
6511496,Accessory36,55.99,Telephones and Communication
7636752,"Linden?12"" Wall Clock With Oak Frame",33.98,Office Furnishings
505627,2160i,200.99,Telephones and Communication
7145587,Global Deluxe High-Back Office Chair in Storm,135.99,Chairs & Chairmats
7245258,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,Office Furnishings
6735185,Canon MP100DHII Printing Calculator,140.99,Office Machines
6511954,Accessory21,20.99,Telephones and Communication
8635747,Verbatim DVD-R 4.7GB authoring disc,39.24,Computer Peripherals
8256636,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,Paper
6774189,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro?Back, 8-1/2x11, 25/Bx",54.74,Office Furnishings
658954,Avery 51,6.3,Labels
8345710,SANFORD Liquid Accent?Tank-Style Highlighters,2.84,Pens & Art Supplies
6525893,Avery Poly Binder Pockets,3.58,Binders and Binder Accessories
6837156,"Dixon My First Ticonderoga Pencil, #2",5.85,Pens & Art Supplies
6526425,Acco?Hot Clips?Clips to Go,3.29,Rubber Bands
7025944,Fiskars?Softgrip Scissors,10.98,"Scissors, Rulers and Trimmers"
6917382,"Elite 5"" Scissors",8.45,"Scissors, Rulers and Trimmers"
6927639,Eldon Wave Desk Accessories,5.89,Office Furnishings
659485,Avery 478,4.91,Labels
6646442,Boston 16701 Slimline Battery Pencil Sharpener,15.94,Pens & Art Supplies
8810735,Xerox 1982,22.84,Paper
8354547,"Soundgear Copyboard Conference Phone, Optional Battery",204.1,Office Machines
6852793,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",98.31,Labels
6932442,Euro Pro Shark Stick Mini Vacuum,60.98,Appliances
8037566,Panasonic KX-P1150 Dot Matrix Printer,145.45,Office Machines
8238149,Recycled Eldon Regeneration Jumbo File,12.28,Storage & Organization
8487317,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39",107.53,Office Furnishings
659359,Avery 498,2.89,Labels
8046695,Premium Transparent Presentation Covers by GBC,20.98,Binders and Binder Accessories
6670499,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",100.8,Tables
7139518,GBC VeloBinder Electric Binding Machine,120.98,Binders and Binder Accessories
6630917,Brown Kraft Recycled Envelopes,16.98,Envelopes
6525587,"Acme?8"" Straight Scissors",12.98,"Scissors, Rulers and Trimmers"
6628139,Bell Sonecor JB700 Caller ID,7.99,Telephones and Communication
655529,A1228,195.99,Telephones and Communication
5150246,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Office Furnishings
564409,8290,125.99,Telephones and Communication
7249533,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,115.99,Office Machines
7033229,Fellowes Neat Ideas?Storage Cubes,32.48,Storage & Organization
7651280,"Lesro Round Back Collection Coffee Table, End Table",182.55,Tables
659700,Avery 492,2.88,Labels
7810927,Newell 343,2.94,Pens & Art Supplies
8238254,Recycled Eldon Regeneration Jumbo File,12.28,Storage & Organization
8380661,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,Tables
6731583,Canon S750 Color Inkjet Printer,120.97,Office Machines
8053334,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98,Pens & Art Supplies
6536495,"AT&T Black Trimline Phone, Model 210",15.99,Office Machines
7810265,Newell 318,2.78,Pens & Art Supplies
8383342,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/P",6.47,Pens & Art Supplies
8332346,Staples Vinyl Coated Paper Clips,3.93,Rubber Bands
5150458,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,Office Furnishings
659241,Avery 491,4.13,Labels
7036982,Fellowes Black Plastic Comb Bindings,5.81,Binders and Binder Accessories
6957535,"Eldon Expressions?Desk Accessory, Wood Pencil Holder, Oak",9.65,Office Furnishings
7939763,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,Bookcases
843653,T18,110.99,Telephones and Communication
8350945,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,Appliances
7236936,Honeywell Quietcare HEPA Air Cleaner,78.65,Appliances
8334924,Staples Colored Bar Computer Paper,35.44,Paper
6651996,Boston 16765 Mini Stand Up Battery Pencil Sharpener,11.66,Pens & Art Supplies
8349844,Staples Battery-Operated Desktop Pencil Sharpener,10.48,Pens & Art Supplies
6932781,Eldon?200 Class?Desk Accessories,6.28,Office Furnishings
7731539,"Memorex 80 Minute CD-R, 30/Pack",22.98,Computer Peripherals
7145993,"Global Leather and Oak Executive Chair, Black",300.98,Chairs & Chairmats
6837574,"Dual Level, Single-Width Filing Carts",155.06,Storage & Organization
7071541,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",55.94,Computer Peripherals
8745544,"Wilson Jones 1"" Hanging DublLock?Ring Binders",5.28,Binders and Binder Accessories
7741358,"Master Giant Foot?Doorstop, Safety Yellow",7.59,Office Furnishings
8063943,"Perma STOR-ALL?Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,Storage & Organization
6933349,Epson DFX-8500 Dot Matrix Printer,2550.14,Office Machines
889736,Xerox 194,55.48,Paper
8369246,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,28.99,Telephones and Communication
659209,Avery 493,4.91,Labels
6639475,"Bevis Round Bullnose 29"" High Table Top",259.71,Tables
7139921,GBC Recycled Regency Composition Covers,59.78,Binders and Binder Accessories
659124,Avery 506,4.13,Labels
889821,Xerox 197,30.98,Paper
6944575,"Eldon?Expressions?Wood Desk Accessories, Oak",7.38,Office Furnishings
8810401,Xerox 1935,26.38,Paper
8034985,Peel & Stick Add-On Corner Pockets,2.16,Binders and Binder Accessories
6947393,Eureka The Boss?Cordless Rechargeable Stick Vac,50.98,Appliances
6927448,Eldon?Wave Desk Accessories,2.08,Office Furnishings
8810173,Xerox 1905,6.48,Paper
7060481,Fellowes Bankers Box?Staxonsteel?Drawer File/Stacking System,64.98,Storage & Organization
6946296,"Executive Impressions 13"" Clairmont Wall Clock",19.23,Office Furnishings
7145208,"Global Leather and Oak Executive Chair, Black",300.98,Chairs & Chairmats
7145519,Global Troy?Executive Leather Low-Back Tilter,500.98,Chairs & Chairmats
8662446,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,Computer Peripherals
8333809,Staples SlimLine Pencil Sharpener,11.97,Pens & Art Supplies
8030236,Presstex Flexible Ring Binders,4.55,Binders and Binder Accessories
7728964,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,Computer Peripherals
6941258,Eldon Image Series Black Desk Accessories,4.14,Office Furnishings
659874,Avery 485,12.53,Labels
6837504,"Dixon My First Ticonderoga Pencil, #2",5.85,Pens & Art Supplies
7139535,Global Adaptabilities?Conference Tables,280.98,Tables
7544886,Kensington 7 Outlet MasterPiece Power Center,177.98,Appliances
7134218,"Global Deluxe Stacking Chair, Gray",50.98,Chairs & Chairmats
8810447,Xerox 1885,48.04,Paper
659777,Avery 479,2.61,Labels
6536908,"AT&T Black Trimline Phone, Model 210",15.99,Office Machines
7039707,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,Binders and Binder Accessories
6929902,Eldon Pizzaz?Desk Accessories,2.23,Office Furnishings
7118409,GBC Binding covers,12.95,Binders and Binder Accessories
7249527,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,115.99,Office Machines
8415604,Talkabout T8367,65.99,Telephones and Communication
7624183,Logitech Access Keyboard,15.98,Computer Peripherals
7057425,"Fellowes Strictly Business?Drawer File, Letter/Legal Size",140.85,Storage & Organization
7810950,Newell 336,4.28,Pens & Art Supplies
6782873,"Conquest?14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory K",56.96,Appliances
8472498,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,Storage & Organization
7140951,GBC DocuBind P100 Manual Binding Machine,165.98,Binders and Binder Accessories
659541,Avery 497,3.08,Labels
8327474,SAFCO Folding Chair Trolley,128.24,Chairs & Chairmats
7758350,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",10.98,Envelopes
8647754,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Computer Peripherals
7542942,Keytronic Designer 104- Key Black Keyboard,40.48,Computer Peripherals
6511285,Accessory31,35.99,Telephones and Communication
6531294,Avanti 4.4 Cu. Ft. Refrigerator,180.98,Appliances
6627959,Bush Mission Pointe Library,150.98,Bookcases
6567708,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3.81,Binders and Binder Accessories
7349546,Ibico Covers for Plastic or Wire Binding Elements,11.5,Binders and Binder Accessories
6644765,Boston KS Multi-Size Manual Pencil Sharpener,22.99,Pens & Art Supplies
7258432,"Hunt BOSTON?Vista?Battery-Operated Pencil Sharpener, Black",11.66,Pens & Art Supplies
7733374,Martin-Yale Premier Letter Opener,12.88,"Scissors, Rulers and Trimmers"
8243755,Recycled Premium Regency Composition Covers,15.28,Binders and Binder Accessories
6555593,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",300.98,Bookcases
1055587,i1000,65.99,Telephones and Communication
659603,Avery 493,4.91,Labels
7039767,Fellowes Super Stor/Drawer?Harold Engle,19.99,0.67
8284431,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree A",110.98,Office Furnishings
4223630,*Staples* Letter Opener,2.18,"Scissors, Rulers and Trimmers"
6734337,Canon PC1060 Personal Laser Copier,699.99,Copiers and Fax
766438,LX 677,110.99,Telephones and Communication
6545922,Avery Hi-Liter?Fluorescent Desk Style Markers,3.38,Pens & Art Supplies
3539954,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8.74,Envelopes
6540895,Acco Suede Grain Vinyl Round Ring Binder,2.78,Binders and Binder Accessories
6941759,Eldon Image Series Black Desk Accessories,4.14,Office Furnishings
889765,Xerox 213,6.48,Paper
7810573,Newell 342,3.28,Pens & Art Supplies
8362993,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",9.78,Envelopes
7810245,Newell 337,3.28,Pens & Art Supplies
7118751,GBC Binding covers,12.95,Binders and Binder Accessories
7132408,GBC Standard Therm-A-Bind Covers,24.92,Binders and Binder Accessories
7765676,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",83.1,Computer Peripherals
6962681,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,90.98,Office Furnishings
8810130,Xerox 1985,6.48,Paper
9051324,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,39.99,Computer Peripherals
7145546,"Global Leather and Oak Executive Chair, Black",300.98,Chairs & Chairmats
8421207,"Tennsco Lockers, Sand",20.98,Storage & Organization
8810754,Xerox 1920,5.98,Paper
8810347,Xerox 1928,5.28,Paper
8810419,Xerox 1939,18.97,Paper
8312667,StarTAC 7760,65.99,Telephones and Communication
7737329,Magna Visual Magnetic Picture Hangers,4.82,Office Furnishings
775644,M3682,125.99,Telephones and Communication
8810935,Xerox 1978,5.78,Paper
8348723,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,Bookcases
7141157,"Global High-Back Leather Tilter, Burgundy",122.99,Chairs & Chairmats
8734995,"Wirebound Message Book, 4 per Page",5.43,Paper
7728494,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,Computer Peripherals
7238585,Hoover WindTunnel?Plus Canister Vacuum,363.25,Appliances
7810823,Newell 335,2.88,Pens & Art Supplies
9031537,Zoom V.92 USB External Faxmodem,49.99,Computer Peripherals
8433238,Telescoping Adjustable Floor Lamp,19.99,Office Furnishings
8754282,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,Binders and Binder Accessories
6972889,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,Office Furnishings
8024248,Prang Drawing Pencil Set,2.78,Pens & Art Supplies
8810714,Xerox 1992,5.98,Paper
8434425,TI 36X Solar Scientific Calculator,23.99,Office Machines
8613294,V 3600 Series,65.99,Telephones and Communication
8330756,Sharp AL-1530CS Digital Copier,499.99,Copiers and Fax
7227143,Hon 4-Shelf Metal Bookcases,100.98,Bookcases
6843121,"Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,Office Furnishings
7627292,Lock-Up Easel 'Spel-Binder',28.53,Binders and Binder Accessories
8537499,U.S. Robotics 56K Internet Call Modem,99.99,Computer Peripherals
6645562,Boston 1730 StandUp Electric Pencil Sharpener,21.38,Pens & Art Supplies
6645778,Bretford CR4500 Series Slim Rectangular Table,348.21,Tables
6932401,Euro Pro Shark Stick Mini Vacuum,60.98,Appliances
7227952,Hon 5100 Series Wood Tables,290.98,Tables
6625867,Belkin ErgoBoard?Keyboard,30.98,Computer Peripherals
8251649,Riverleaf Stik-Withit?Designer Note Cubes?Joy Smith,2.06,0.39
6722249,Coloredge Poster Frame,14.2,Office Furnishings
564784,8860,65.99,Telephones and Communication
8810319,Xerox 1920,5.98,Paper
503339,252,65.99,Telephones and Communication
8333728,Sharp 1540cs Digital Laser Copier,549.99,Copiers and Fax
7276585,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,Appliances
8727306,Wilson Jones Impact Binders,5.18,Binders and Binder Accessories
7139715,GBC DocuBind 200 Manual Binding Machine,420.98,Binders and Binder Accessories
6861812,"Deflect-o SuperTray?Unbreakable Stackable Tray, Letter, Black",29.18,Office Furnishings
8334454,Sanford Liquid Accent Highlighters,6.68,Pens & Art Supplies
7249319,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,225.04,Appliances
8345634,SANFORD Liquid Accent?Tank-Style Highlighters,2.84,Pens & Art Supplies
7234195,Hon iLevel?Computer Training Table,31.76,Tables
6942222,"Eldon?200 Class?Desk Accessories, Burgundy",6.28,Office Furnishings
5642268,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,Computer Peripherals
5132421,3M Hangers With Command Adhesive,3.7,Office Furnishings
8831183,X-Rack?File for Hanging Folders,11.29,Storage & Organization
543242,688,195.99,Telephones and Communication
7347391,Ibico EB-19 Dual Function Manual Binding System,172.99,Binders and Binder Accessories
7347363,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,Paper
8355692,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,Paper
8414106,Timeport L7089,125.99,Telephones and Communication
8331958,Safco Contoured Stacking Chairs,238.4,Chairs & Chairmats
6728710,Canon PC-428 Personal Copier,199.99,Copiers and Fax
8326805,Staples Standard Envelopes,5.68,Envelopes
4932914,12-1/2 Diameter Round Wall Clock,19.98,Office Furnishings
7634362,Lexmark Z55se Color Inkjet Printer,90.97,Office Machines
6619984,Binder Clips by OIC,1.48,Rubber Bands
6531628,Avanti 4.4 Cu. Ft. Refrigerator,180.98,Appliances
7051605,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,Appliances
6728874,Canon PC-428 Personal Copier,199.99,Copiers and Fax
6523162,Aluminum Document Frame,12.22,Office Furnishings
8744971,Wausau Papers Astrobrights?Colored Envelopes,5.98,Envelopes
7810274,Newell 312,5.84,Pens & Art Supplies
8062596,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,Binders and Binder Accessories
6737368,Canon imageCLASS 2200 Advanced Copier,3499.99,Copiers and Fax
7810915,Newell 312,5.84,Pens & Art Supplies
6765777,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,Tables
8662247,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,Computer Peripherals
756882,KF 788,45.99,Telephones and Communication
7342390,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,Computer Peripherals
6843141,"Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,Office Furnishings
8334762,Sanford Liquid Accent Highlighters,6.68,Pens & Art Supplies
504241,2180,175.99,Telephones and Communication
8330494,Sharp AL-1530CS Digital Copier,499.99,Copiers and Fax
6945247,"Executive Impressions 14"" Contract Wall Clock",22.23,Office Furnishings
4230889,*Staples* Highlighting Markers,4.84,Pens & Art Supplies
6650800,Boston 19500 Mighty Mite Electric Pencil Sharpener,20.15,Pens & Art Supplies
8810936,Xerox 1995,6.48,Paper
8332608,Self-Adhesive Ring Binder Labels,3.52,Binders and Binder Accessories
6736997,Catalog Binders with Expanding Posts,67.28,Binders and Binder Accessories
4226535,*Staples* Packaging Labels,2.89,Labels
6863829,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,Office Furnishings
8263977,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95,Paper
5731608,9-3/4 Diameter Round Wall Clock,13.79,Office Furnishings
7627694,Logitech Cordless Elite Duo,100.98,Computer Peripherals
889151,Xerox 220,6.48,Paper
7627165,Logitech Cordless Elite Duo,100.98,Computer Peripherals
6729208,Canon Image Class D660 Copier,599.99,Copiers and Fax
4924703,12 Colored Short Pencils,2.6,Pens & Art Supplies
6525926,Avery Legal 4-Ring Binder,20.98,Binders and Binder Accessories
7244904,Hoover?Commercial Lightweight Upright Vacuum,3.48,Appliances
6717155,Colored Envelopes,3.69,Envelopes
8810417,Xerox 1953,4.28,Paper
7139633,GBC DocuBind 200 Manual Binding Machine,420.98,Binders and Binder Accessories
6834843,DAX Natural Wood-Tone Poster Frame,26.48,Office Furnishings
8326598,Staples Standard Envelopes,5.68,Envelopes
7157321,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",15.01,Binders and Binder Accessories
7542906,Keytronic Designer 104- Key Black Keyboard,40.48,Computer Peripherals
8238316,Recycled Eldon Regeneration Jumbo File,12.28,Storage & Organization
7142777,GBC Standard Plastic Binding Systems Combs,8.85,Binders and Binder Accessories
7952463,Office Star Flex Back Scooter Chair with White Frame,110.98,Chairs & Chairmats
8810131,Xerox 1941,104.85,Paper
7134346,"Global Deluxe Stacking Chair, Gray",50.98,Chairs & Chairmats
6830752,DAX Clear Channel Poster Frame,14.58,Office Furnishings
8450241,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,Office Furnishings
6629486,Belkin 105-Key Black Keyboard,19.98,Computer Peripherals
7730711,Micro Innovations 104 Keyboard,10.97,Computer Peripherals
7122519,GBC Imprintable Covers,10.98,Binders and Binder Accessories
7156473,"GBC Laser Imprintable Binding System Covers, Desert Sand",14.27,Binders and Binder Accessories
8382982,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Ca",9.49,Office Machines
7236274,Hon Multipurpose Stacking Arm Chairs,216.6,Chairs & Chairmats
6925463,"Executive Impressions 14""",22.23,Office Furnishings
6510841,Accessory2,55.99,Telephones and Communication
8647919,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Computer Peripherals
8352661,Southworth 25% Cotton Antique Laid Paper & Envelopes,8.34,Paper
6631795,Bevis 36 x 72 Conference Tables,124.49,Tables
8810715,Xerox 1936,19.98,Paper
6946877,"Eldon?400 Class?Desk Accessories, Black Carbon",8.75,Office Furnishings
6837439,"Dixon My First Ticonderoga Pencil, #2",5.85,Pens & Art Supplies
6826664,Durable Pressboard Binders,3.8,Binders and Binder Accessories
6585201,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per",7.98,Paper
6662388,Bretford ?Just In Time?Height-Adjustable Multi-Task Work Tables,417.4,Tables
6538756,"Array?Parchment Paper, Assorted Colors",7.28,Paper
6526184,Avery Durable Poly Binders,5.53,Binders and Binder Accessories
6820807,Dana Swing-Arm Lamps,10.68,Office Furnishings
8284196,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree A",110.98,Office Furnishings
8465829,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",105.98,Office Furnishings
7237636,HP Office Paper (20Lb. and 87 Bright),6.68,Paper
6648687,Bionaire Personal Warm Mist Humidifier/Vaporizer,46.89,Appliances
504118,270c,125.99,Telephones and Communication
849887,T28 WORLD,195.99,Telephones and Communication
3551169,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",15.74,Envelopes
676561,CF 888,195.99,Telephones and Communication
7132523,GBC Standard Therm-A-Bind Covers,24.92,Binders and Binder Accessories
6932161,Epson LQ-570e Dot Matrix Printer,270.97,Office Machines
8350669,Staples Premium Bright 1-Part Blank Computer Paper,12.28,Paper
7939801,Okidata ML390 Turbo Dot Matrix Printers,442.14,Office Machines
7226734,"Hon Metal Bookcases, Black",70.98,Bookcases
5041165,"24 Capacity Maxi Data Binder Racks, Pearl",210.55,Storage & Organization
7651504,"Lesro Round Back Collection Coffee Table, End Table",182.55,Tables
8041998,PC Concepts 116 Key Quantum 3000 Keyboard,32.98,Computer Peripherals
8754427,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,Binders and Binder Accessories
6662421,Bretford ?Just In Time?Height-Adjustable Multi-Task Work Tables,417.4,Tables
6511607,Accessory17,35.99,Telephones and Communication
8433799,Telescoping Adjustable Floor Lamp,19.99,Office Furnishings
8810817,Xerox 1898,6.68,Paper
6665134,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",85.29,Tables
6523809,ACCOHIDE?Binder by Acco,4.13,Binders and Binder Accessories
6958440,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,Office Furnishings
6631695,Belkin 8 Outlet Surge Protector,40.98,Appliances
6945830,"Executive Impressions 14"" Contract Wall Clock",22.23,Office Furnishings
7258927,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",14.81,Appliances
6626864,Bevis Steel Folding Chairs,95.95,Chairs & Chairmats
7145432,"Global Leather and Oak Executive Chair, Black",300.98,Chairs & Chairmats
8364733,"Snap-A-Way?Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,Paper
7032158,Fellowes Super Stor/Drawer?Files,161.55,Storage & Organization
7631166,Logitech Cordless Navigator Duo,80.98,Computer Peripherals
8332426,Sharp EL500L Fraction Calculator,13.99,Office Machines
8726700,White GlueTop Scratch Pads,15.04,Paper
7057605,"Fellowes Strictly Business?Drawer File, Letter/Legal Size",140.85,Storage & Organization
6963245,"Eureka Sanitaire ?Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,Appliances
6737484,Cardinal Holdit Business Card Pockets,4.98,Binders and Binder Accessories
6511776,Accessory36,55.99,Telephones and Communication
844415,T193,65.99,Telephones and Communication
8332602,Sharp EL500L Fraction Calculator,13.99,Office Machines
8427663,Tennsco Commercial Shelving,20.34,Storage & Organization
844123,T39m,155.99,Telephones and Communication
8427162,Tennsco Industrial Shelving,48.91,Storage & Organization
7962466,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,100.89,Chairs & Chairmats
6717932,Colored Envelopes,3.69,Envelopes
6511214,Accessory13,35.99,Telephones and Communication
889507,Xerox 197,30.98,Paper
6645515,Bretford CR4500 Series Slim Rectangular Table,348.21,Tables
8810781,Xerox 1976,6.48,Paper
7255217,Hon 2090 ?Pillow Soft?Series Mid Back Swivel/Tilt Chairs,280.98,Chairs & Chairmats
7251718,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,Paper
7157582,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",15.01,Binders and Binder Accessories
6581746,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cu",6.84,"Scissors, Rulers and Trimmers"
8351823,Serrated Blade or Curved Handle Hand Letter Openers,3.14,"Scissors, Rulers and Trimmers"
7166275,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",99.23,Office Furnishings
6510719,Accessory4,85.99,Telephones and Communication
7222740,Hon GuestStacker Chair,226.67,Chairs & Chairmats
6625108,Belkin ErgoBoard?Keyboard,30.98,Computer Peripherals
8455718,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8.01,Paper
8810806,Xerox 1989,4.98,Paper
7135417,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,Office Furnishings
6652339,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Bookcases
7826830,Nu-Dell Leatherette Frames,14.34,Office Furnishings
7765937,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",83.1,Computer Peripherals
8364208,"Snap-A-Way?Black Print Carbonless Ruled Speed Letter, Triplicate",37.94,Paper
8810613,Xerox 1994,6.48,Paper
6843804,Dixon Ticonderoga Core-Lock Colored Pencils,9.11,Pens & Art Supplies
676998,CF 688,155.99,Telephones and Communication
7033511,Fellowes Staxonsteel?Drawer Files,193.17,Storage & Organization
8059196,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,Pens & Art Supplies
7228880,Hanging Personal Folder File,15.7,Storage & Organization
7728253,"Memorex 4.7GB DVD+RW, 3/Pack",28.48,Computer Peripherals
514417,3285,205.99,Telephones and Communication
8775703,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,Paper
7952418,Office Star - Task Chair with Contemporary Loop Arms,90.98,Chairs & Chairmats
6540374,Acco Perma?3000 Stacking Storage Drawers,20.98,Storage & Organization
5642951,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,Computer Peripherals
659995,Avery 479,2.61,Labels
7060899,Fellowes Bankers Box?Staxonsteel?Drawer File/Stacking System,64.98,Storage & Organization
7355601,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",40.98,Computer Peripherals
6924833,Eldon?Gobal File Keepers,15.14,Storage & Organization
7563630,Kensington 7 Outlet MasterPiece?HOMEOFFICE Power Control Center,131.12,Appliances
505290,2160i,200.99,Telephones and Communication
8330291,Sharp AL-1530CS Digital Copier,499.99,Copiers and Fax
8330650,"Seth Thomas 13 1/2"" Wall Clock",17.78,Office Furnishings
8475383,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,Office Furnishings
6642443,Bretford Rectangular Conference Table Tops,376.13,Tables
8732393,Wirebound Voice Message Log Book,4.76,Paper
5642694,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,Computer Peripherals
659173,Avery 493,4.91,Labels
7951307,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,180.98,Bookcases
7832837,Novimex Swivel Fabric Task Chair,150.98,Chairs & Chairmats
7356127,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",4.77,Computer Peripherals
8026944,Project Tote Personal File,14.03,Storage & Organization
5119632,3M Organizer Strips,5.4,Binders and Binder Accessories
7357966,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",7.28,Computer Peripherals
8341407,"Sanford Colorific Colored Pencils, 12/Box",2.88,Pens & Art Supplies
824973,R380,195.99,Telephones and Communication
8810908,Xerox 1899,5.78,Paper
7341132,"Imation IBM Formatted Diskettes, 100/Pack",28.48,Computer Peripherals
6616696,Barrel Sharpener,3.57,Pens & Art Supplies
